[2026-03-22T08:06:37.968Z] GET https://elevenlabs.io/docs/conversational-ai/overview → pending (?ms, ?B)
[2026-03-22T08:07:09.341Z] GET https://app.buildwithfern.com/_next/static/chunks/deb7667548f441a1.js → pending (?ms, ?B)
[2026-03-22T08:07:09.342Z] GET https://app.buildwithfern.com/_next/static/chunks/2f58dd43ecb28511.js → pending (?ms, ?B)
[2026-03-22T08:07:09.342Z] GET https://app.buildwithfern.com/_next/static/chunks/c9c71954dde69518.js → pending (?ms, ?B)
[2026-03-22T08:07:09.342Z] GET https://app.buildwithfern.com/_next/static/chunks/0d6d24fc42ce05f0.js → pending (?ms, ?B)
[2026-03-22T08:07:09.342Z] GET https://app.buildwithfern.com/_next/static/chunks/334d9cf9b4c941df.js → pending (?ms, ?B)
[2026-03-22T08:07:09.342Z] GET https://app.buildwithfern.com/_next/static/chunks/1e984b5e6a154ae1.js → pending (?ms, ?B)
[2026-03-22T08:07:09.342Z] GET https://app.buildwithfern.com/_next/static/chunks/4fe0b44440344739.js → pending (?ms, ?B)
[2026-03-22T08:07:09.342Z] GET https://app.buildwithfern.com/_next/static/chunks/741ecce9a56375a4.js → pending (?ms, ?B)
[2026-03-22T08:07:09.343Z] GET https://app.buildwithfern.com/_next/static/chunks/3a8710976a298443.js → pending (?ms, ?B)
[2026-03-22T08:07:09.343Z] GET https://app.buildwithfern.com/_next/static/chunks/5161bcc7d28228a1.js → pending (?ms, ?B)
[2026-03-22T08:07:09.343Z] GET https://app.buildwithfern.com/_next/static/chunks/ab8c0177d1abfdd9.js → pending (?ms, ?B)
[2026-03-22T08:07:09.343Z] GET https://app.buildwithfern.com/_next/static/chunks/00cbb106a023de92.js → pending (?ms, ?B)
[2026-03-22T08:07:09.343Z] GET https://app.buildwithfern.com/_next/static/chunks/9896e9cada82d044.js → pending (?ms, ?B)
[2026-03-22T08:07:09.343Z] GET https://app.buildwithfern.com/_next/static/chunks/84032c28c856591f.js → pending (?ms, ?B)
[2026-03-22T08:07:09.343Z] GET https://app.buildwithfern.com/_next/static/chunks/37c9cdf3b658bccf.js → pending (?ms, ?B)
[2026-03-22T08:07:09.343Z] GET https://app.buildwithfern.com/_next/static/chunks/c0cc8277d2a31db8.js → pending (?ms, ?B)
[2026-03-22T08:07:09.344Z] GET https://app.buildwithfern.com/_next/static/chunks/11aa287f8fcefa94.js → 200 (?ms, ?B)
[2026-03-22T08:07:09.353Z] GET https://app.buildwithfern.com/_next/static/chunks/981fd10be18e4b5e.js → pending (?ms, ?B)
[2026-03-22T08:07:09.353Z] GET https://app.buildwithfern.com/_next/static/chunks/164d65a906b89f3d.js → pending (?ms, ?B)
[2026-03-22T08:07:09.353Z] GET https://app.buildwithfern.com/_next/static/chunks/1038fc6b604e19fb.js → pending (?ms, ?B)
[2026-03-22T08:07:09.353Z] GET https://app.buildwithfern.com/_next/static/chunks/6215fdaa8675d2be.js → pending (?ms, ?B)
[2026-03-22T08:07:09.353Z] GET https://app.buildwithfern.com/_next/static/chunks/44676638e25b04a7.js → pending (?ms, ?B)
[2026-03-22T08:07:09.354Z] GET https://app.buildwithfern.com/_next/static/chunks/40f3472cfc1f1237.js → pending (?ms, ?B)
[2026-03-22T08:07:09.355Z] GET https://app.buildwithfern.com/_next/static/chunks/8a1f95bd89c6155c.js → pending (?ms, ?B)
[2026-03-22T08:07:09.355Z] GET https://app.buildwithfern.com/_next/static/chunks/b668f1005391f6cb.js → pending (?ms, ?B)
[2026-03-22T08:07:09.355Z] GET https://app.buildwithfern.com/_next/static/chunks/4f65cf21195b27f7.js → pending (?ms, ?B)
[2026-03-22T08:07:09.355Z] GET https://app.buildwithfern.com/_next/static/chunks/dfcee166e24cf1a4.js → pending (?ms, ?B)
[2026-03-22T08:07:09.355Z] GET https://app.buildwithfern.com/_next/static/chunks/e4c7eff56aa6fde6.js → pending (?ms, ?B)
[2026-03-22T08:07:09.355Z] GET https://app.buildwithfern.com/_next/static/chunks/1c3838161c794ca7.js → pending (?ms, ?B)
[2026-03-22T08:07:09.356Z] GET https://app.buildwithfern.com/_next/static/chunks/908c29233c094e06.js → pending (?ms, ?B)
[2026-03-22T08:07:09.356Z] GET https://app.buildwithfern.com/_next/static/chunks/9ab9258d62a0f4ad.js → pending (?ms, ?B)
[2026-03-22T08:07:09.356Z] GET https://app.buildwithfern.com/_next/static/chunks/e3333052556b2328.js → pending (?ms, ?B)
[2026-03-22T08:07:09.356Z] GET https://elevenlabs.io/docs/api/fern-docs/search/v2/key → pending (?ms, ?B)
[2026-03-22T08:07:09.356Z] GET https://app.buildwithfern.com/_next/static/chunks/18009d33adfd1d9c.js → 200 (3ms, ?B)
[2026-03-22T08:07:09.360Z] GET https://www.googletagmanager.com/gtag/js?id=G-82RG1PXYVW → 200 (?ms, ?B)
[2026-03-22T08:07:09.372Z] GET https://www.youtube-nocookie.com/embed/XeDT92mR7oE?rel=0&autoplay=0 → pending (?ms, ?B)
[2026-03-22T08:07:09.417Z] GET https://app.buildwithfern.com/_next/image?url=https%3A%2F%2Ffiles.buildwithfern.com%2Fhttps%3A%2F%2Felevenlabs.docs.buildwithfern.com%2Fdocs%2Ff7ed25d49a2a814b76112f3e385d471e0dc8444705e11f2f6fad0bd23f1eae12%2Fassets%2Fimages%2Fconversational-ai%2Fclient-tool-example.jpg&w=3840&q=75 → 200 (73ms, 59756B)
[2026-03-22T08:07:09.693Z] GET https://www.youtube-nocookie.com/s/player/1ebf2aa6/www-player.css → 200 (40ms, 526680B)
[2026-03-22T08:07:09.693Z] GET https://www.youtube-nocookie.com/s/player/1ebf2aa6/player_ias.vflset/en_US/embed.js → 200 (116ms, 33164B)
[2026-03-22T08:07:09.693Z] GET https://www.youtube-nocookie.com/s/embeds/c5dd6dc7/www-embed-player.vflset/www-embed-player.js → 200 (160ms, 405804B)
[2026-03-22T08:07:09.693Z] GET https://www.youtube-nocookie.com/s/player/1ebf2aa6/player_ias.vflset/en_US/base.js → 200 (225ms, 2706501B)
[2026-03-22T08:07:09.694Z] GET https://fonts.gstatic.com/s/roboto/v48/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3yUBHMdazQ.woff2 → 200 (195ms, 34668B)
[2026-03-22T08:07:10.060Z] GET https://www.youtube-nocookie.com/s/player/1ebf2aa6/player_ias.vflset/en_US/remote.js → 200 (117ms, 124503B)
[2026-03-22T08:07:10.060Z] GET https://i.ytimg.com/vi_webp/XeDT92mR7oE/maxresdefault.webp → 200 (268ms, 20604B)
[2026-03-22T08:07:10.060Z] GET https://yt3.ggpht.com/c9ik7bc8n_f-W6XJKvBpiiCoDsQ7IKDruGZvxHAee5J8kFybBWWnj1TYAjJMF5x_a1Rrg5a31w=s68-c-k-c0x00ffffff-no-rj → 200 (233ms, 701B)
[2026-03-22T08:07:10.180Z] GET https://www.gstatic.com/cv/js/sender/v1/cast_sender.js → 200 (187ms, 4272B)
[2026-03-22T08:07:10.553Z] GET https://www.google.com/js/th/-i-oUoWtyA8QK5rROS75TlMhepI2Jm9XoYFh4PVqK3I.js → 200 (49ms, 62298B)
[2026-03-22T08:07:10.576Z] GET https://app.buildwithfern.com/_next/static/chunks/18009d33adfd1d9c.js → 200 (5ms, 2865B)
[2026-03-22T08:07:10.672Z] GET https://www.youtube-nocookie.com/generate_204?bukqPg → 204 (62ms, ?B)
[2026-03-22T08:07:10.678Z] POST https://jnn-pa.googleapis.com/$rpc/google.internal.waa.v1.Waa/GenerateIT → 200 (306ms, 102B)
[2026-03-22T08:07:11.660Z] GET https://app.buildwithfern.com/_next/static/chunks/725575b30e2f1def.js → 200 (165ms, 622595B)
[2026-03-22T08:07:11.660Z] GET https://www.googletagmanager.com/gtag/js?id=G-82RG1PXYVW → 200 (5ms, 510094B)
[2026-03-22T08:07:11.660Z] GET https://app.buildwithfern.com/_next/static/chunks/fa62e2dc461d2c7e.js → 200 (6ms, 1335B)
[2026-03-22T08:07:11.678Z] GET https://elevenlabs.io/docs/eleven-agents/integrate/overview?_rsc=12om1 → 200 (409ms, ?B)
[2026-03-22T08:07:11.679Z] GET https://elevenlabs.io/docs/eleven-agents/customization/authentication?_rsc=12om1 → 200 (408ms, ?B)
[2026-03-22T08:07:11.679Z] GET https://elevenlabs.io/docs/eleven-agents/customization/personalization?_rsc=12om1 → 200 (408ms, ?B)
[2026-03-22T08:07:11.679Z] GET https://elevenlabs.io/docs/eleven-agents/customization/tools/mcp?_rsc=12om1 → 200 (594ms, ?B)
[2026-03-22T08:07:11.700Z] GET https://elevenlabs.io/docs/api/fern-docs/search/v2/facet?apiKey=OTU5NTlhNWQ2M2EzNGNjN2JkYTUyODMyMmNhMTJlMTU1ODVkOGY0MWJlMGM1ODJlMDgxYmQ5MDNjZDM3NTQ5N2ZpbHRlcnM9ZG9tYWluJTNBZWxldmVubGFicy5pbyUyMEFORCUyMGF1dGhlZCUzQWZhbHNlJTIwQU5EJTIwTk9UJTIwdHlwZSUzQW5hdmlnYXRpb24mcmVzdHJpY3RJbmRpY2VzPWZlcm5fZG9jc19zZWFyY2gmdmFsaWRVbnRpbD0xNzc0MjUzMjI5 → 200 (573ms, 446B)
[2026-03-22T08:07:11.713Z] GET https://googleads.g.doubleclick.net/pagead/viewthroughconversion/11264110897/?random=1774166831708&cv=11&fst=1774166831708&bg=ffffff&guid=ON&async=1&en=gtag.config&gtm=45je63j1h2v897329066za200zd897329066xec&gcd=13l3l3l3l1l1&dma=0&tag_exp=103116026~103200004~115616985~115938466~115938469~116024733~117266402~117484252~117512543~117884344&u_w=1280&u_h=720&url=https%3A%2F%2Felevenlabs.io%2Fdocs%2Feleven-agents%2Fcustomization%2Ftools%2Fclient-tools&frm=0&tiba=Client%20tools%20%7C%20ElevenLabs%20Documentation&hn=www.googleadservices.com&npa=0&pscdl=noapi&auid=1036220106.1774166801&uaa=arm&uab=64&uafvl=Not%253AA-Brand%3B99.0.0.0%7CHeadlessChrome%3B145.0.7632.6%7CChromium%3B145.0.7632.6&uamb=0&uam=&uap=macOS&uapv=26.3.1&uaw=0&data=event%3Dgtag.config&rfmt=3&fmt=4 → 200 (138ms, 5534B)
[2026-03-22T08:07:11.713Z] POST https://www.google.com/ccm/collect?frm=0&en=page_view&dl=https%3A%2F%2Felevenlabs.io%2Fdocs%2Feleven-agents%2Fcustomization%2Ftools%2Fclient-tools&scrsrc=www.googletagmanager.com&rnd=1861363286.1774166832&dt=Client%20tools%20%7C%20ElevenLabs%20Documentation&auid=1036220106.1774166801&navt=n&npa=0&gtm=45je63j1h2v897329066za200zd897329066xec&gcd=13l3l3l3l1l1&dma=0&tag_exp=103116026~103200004~115616985~115938466~115938469~116024733~117266402~117484252~117512543~117884344&apve=1&apvf=f&apvc=1&tids=AW-11264110897&tid=AW-11264110897&tft=1774166831712&tfd=3262 → 200 (108ms, ?B)
[2026-03-22T08:07:11.721Z] GET https://app.buildwithfern.com/_next/static/chunks/119356eebca77486.js → 200 (3ms, 179528B)
[2026-03-22T08:07:11.721Z] GET https://elevenlabs.io/player/audioNativeHelper.js → 200 (1ms, 3002B)
[2026-03-22T08:07:11.721Z] GET https://files.buildwithfern.com/https://elevenlabs.docs.buildwithfern.com/docs/cb3b642033556dfe3a4bc4cee6275841ddee14fdf4ab923c91e6a320da28272e/assets/scripts/widget.js → 200 (1ms, 4122B)
[2026-03-22T08:07:11.721Z] GET https://files.buildwithfern.com/https://elevenlabs.docs.buildwithfern.com/docs/b2b6751e096791ef59511b217c67cc622aa9411b4a3c371e9a41c5b88db4cb47/assets/scripts/audio-player.js → 200 (1ms, 1065B)
[2026-03-22T08:07:11.723Z] GET https://unpkg.com/@elevenlabs/convai-widget-embed → 302 (?ms, ?B)
[2026-03-22T08:07:11.723Z] GET https://unpkg.com/@elevenlabs/convai-widget-embed@0.10.5/dist/index.js → 200 (34ms, 1381722B)
[2026-03-22T08:07:11.756Z] GET https://elevenlabs.io/docs/api/fern-docs/analytics/posthog/static/dead-clicks-autocapture.js?v=1.357.2 → 200 (339ms, 13059B)
[2026-03-22T08:07:11.756Z] GET https://elevenlabs.io/docs/api/fern-docs/analytics/posthog/static/web-vitals.js?v=1.357.2 → 200 (331ms, 6599B)
[2026-03-22T08:07:11.756Z] GET https://elevenlabs.io/docs/api/fern-docs/analytics/posthog/array/phc_yQgAEdJJkVpI24NdSRID2mor1x1leRpDoC9yZ9mfXal/config.js → 200 (380ms, 860B)
[2026-03-22T08:07:11.756Z] GET https://elevenlabs.io/hog/static/dead-clicks-autocapture.js?v=1.357.2 → 200 (9ms, 13059B)
[2026-03-22T08:07:11.757Z] GET https://elevenlabs.io/hog/static/web-vitals.js?v=1.357.2 → 200 (8ms, 6599B)
[2026-03-22T08:07:11.757Z] GET https://elevenlabs.io/hog/array/phc_KQDh5IkRcTsPOoUtwmVxoATdOqNYCo0vTdwE77aNOQv/config.js → pending (?ms, ?B)
[2026-03-22T08:07:11.812Z] GET https://api.us.elevenlabs.io/v1/convai/agents/q6EtujId97WBxLEUlEgQ/widget → 200 (215ms, 38335B)
[2026-03-22T08:07:11.852Z] GET https://app.buildwithfern.com/_next/static/chunks/f58249b48a3fbf73.js → 200 (75ms, 7105B)
[2026-03-22T08:07:11.852Z] GET https://app.buildwithfern.com/_next/static/chunks/2cc2b0f254a29b51.js → 200 (105ms, 18765B)
[2026-03-22T08:07:11.854Z] GET https://www.google.com/pagead/1p-user-list/11264110897/?random=1774166831708&cv=11&fst=1774166400000&bg=ffffff&guid=ON&async=1&en=gtag.config&gtm=45je63j1h2v897329066za200zd897329066xec&gcd=13l3l3l3l1l1&dma=0&tag_exp=103116026~103200004~115616985~115938466~115938469~116024733~117266402~117484252~117512543~117884344&u_w=1280&u_h=720&url=https%3A%2F%2Felevenlabs.io%2Fdocs%2Feleven-agents%2Fcustomization%2Ftools%2Fclient-tools&frm=0&tiba=Client%20tools%20%7C%20ElevenLabs%20Documentation&hn=www.googleadservices.com&npa=0&pscdl=noapi&auid=1036220106.1774166801&uaa=arm&uab=64&uafvl=Not%253AA-Brand%3B99.0.0.0%7CHeadlessChrome%3B145.0.7632.6%7CChromium%3B145.0.7632.6&uamb=0&uam=&uap=macOS&uapv=26.3.1&uaw=0&data=event%3Dgtag.config&rfmt=3&fmt=3&is_vtc=1&cid=CAQSvwEABaugfWd0ZLPzjr1rpym6EAu6HZtNCUdJZleNB-Ae-grFro7HTavPnAiOLa7YJHcS5eg5WhA2FUVqv8DTUxkRdZPvDLAWjshCUgC4lJg21_zW4cbsOKFbfWA2MP4RHJmeIm2HNJs6KIpLyv04ZMnqTwlp_IoDNg2MlfBCVII1m0dMrB9GxRtKMu5TPjQF7IapkgUU8hhwymSiN8lZjrrdvaijKd9pYLp76A0Av0YAEv6aW_w0sM29E5oTd4RDSQ&random=3474774006&rmt_tld=0&ipr=y → 200 (76ms, 42B)
[2026-03-22T08:07:11.854Z] GET https://www.google.am/pagead/1p-user-list/11264110897/?random=1774166831708&cv=11&fst=1774166400000&bg=ffffff&guid=ON&async=1&en=gtag.config&gtm=45je63j1h2v897329066za200zd897329066xec&gcd=13l3l3l3l1l1&dma=0&tag_exp=103116026~103200004~115616985~115938466~115938469~116024733~117266402~117484252~117512543~117884344&u_w=1280&u_h=720&url=https%3A%2F%2Felevenlabs.io%2Fdocs%2Feleven-agents%2Fcustomization%2Ftools%2Fclient-tools&frm=0&tiba=Client%20tools%20%7C%20ElevenLabs%20Documentation&hn=www.googleadservices.com&npa=0&pscdl=noapi&auid=1036220106.1774166801&uaa=arm&uab=64&uafvl=Not%253AA-Brand%3B99.0.0.0%7CHeadlessChrome%3B145.0.7632.6%7CChromium%3B145.0.7632.6&uamb=0&uam=&uap=macOS&uapv=26.3.1&uaw=0&data=event%3Dgtag.config&rfmt=3&fmt=3&is_vtc=1&cid=CAQSvwEABaugfWd0ZLPzjr1rpym6EAu6HZtNCUdJZleNB-Ae-grFro7HTavPnAiOLa7YJHcS5eg5WhA2FUVqv8DTUxkRdZPvDLAWjshCUgC4lJg21_zW4cbsOKFbfWA2MP4RHJmeIm2HNJs6KIpLyv04ZMnqTwlp_IoDNg2MlfBCVII1m0dMrB9GxRtKMu5TPjQF7IapkgUU8hhwymSiN8lZjrrdvaijKd9pYLp76A0Av0YAEv6aW_w0sM29E5oTd4RDSQ&random=3474774006&rmt_tld=1&ipr=y → 200 (78ms, 42B)
[2026-03-22T08:07:11.958Z] GET https://app.buildwithfern.com/_next/static/chunks/4b271b6be4356cbe.js → 200 (74ms, 70376B)
[2026-03-22T08:07:12.097Z] GET https://elevenlabs.io/docs/overview/intro?_rsc=12om1 → pending (?ms, ?B)
[2026-03-22T08:07:12.099Z] GET https://elevenlabs.io/docs/overview/models?_rsc=12om1 → pending (?ms, ?B)
[2026-03-22T08:07:12.106Z] GET https://elevenlabs.io/docs/eleven-agents/customization/tools/system-tools?_rsc=12om1 → pending (?ms, ?B)
[2026-03-22T08:07:12.138Z] GET https://elevenlabs.io/docs/api/fern-docs/analytics/posthog/static/dead-clicks-autocapture.js?v=1.357.2 → pending (?ms, ?B)
[2026-03-22T08:07:12.138Z] GET https://elevenlabs.io/docs/api/fern-docs/analytics/posthog/static/surveys.js?v=1.357.2 → pending (?ms, ?B)
[2026-03-22T08:07:12.144Z] POST https://elevenlabs.io/docs/api/fern-docs/analytics/posthog/flags/?v=2&ip=0&_=1774166832143&ver=1.357.2&compression=base64 → pending (?ms, ?B)
[2026-03-22T08:07:12.278Z] GET https://elevenlabs.io/docs/eleven-agents/customization/tools/server-tools?_rsc=12om1 → pending (?ms, ?B)
[2026-03-22T08:07:12.415Z] GET https://elevenlabs.io/hog/static/posthog-recorder.js?v=1.357.2 → 200 (14ms, 253310B)
[2026-03-22T08:07:12.415Z] GET https://elevenlabs.io/hog/static/surveys.js?v=1.357.2 → 200 (14ms, 90232B)
[2026-03-22T08:07:12.430Z] POST https://elevenlabs.io/hog/flags/?v=2&ip=0&_=1774166832429&ver=1.357.2&compression=base64 → 200 (644ms, ?B)
[2026-03-22T08:07:12.431Z] GET https://elevenlabs.io/hog/api/surveys/?token=phc_KQDh5IkRcTsPOoUtwmVxoATdOqNYCo0vTdwE77aNOQv&ip=0&_=1774166832430&ver=1.357.2 → 200 (662ms, ?B)
[2026-03-22T08:07:12.529Z] GET https://elevenlabs.io/docs/eleven-agents/customization/tools/client-tools?_rsc=12om1 → 200 (533ms, ?B)
[2026-03-22T08:07:12.532Z] GET https://elevenlabs.io/docs/eleven-agents/customization/tools?_rsc=12om1 → 200 (330ms, ?B)
[2026-03-22T08:07:12.534Z] GET https://elevenlabs.io/docs/eleven-agents/customization/knowledge-base?_rsc=12om1 → 200 (315ms, ?B)
[2026-03-22T08:07:12.634Z] GET https://elevenlabs.io/docs/eleven-agents/customization/voice?_rsc=12om1 → 200 (337ms, ?B)
[2026-03-22T08:07:12.664Z] GET https://elevenlabs.io/docs/agents-platform/customization/tools/server-tools → 308 (443ms, ?B)
[2026-03-22T08:07:12.664Z] POST https://www.youtube-nocookie.com/youtubei/v1/log_event?alt=json → 200 (134ms, ?B)
[2026-03-22T08:07:12.878Z] GET https://elevenlabs.io/docs/eleven-agents/build/overview?_rsc=12om1 → 200 (333ms, ?B)
[2026-03-22T08:07:12.890Z] GET https://elevenlabs.io/docs/eleven-agents/quickstart?_rsc=12om1 → 200 (326ms, ?B)
[2026-03-22T08:07:12.998Z] GET https://elevenlabs.io/docs/eleven-agents/overview?_rsc=12om1 → 200 (330ms, ?B)
[2026-03-22T08:07:13.091Z] GET https://elevenlabs.io/docs/changelog?_rsc=12om1 → pending (?ms, ?B)
[2026-03-22T08:07:13.107Z] GET https://elevenlabs.io/docs/eleven-agents/customization/tools/server-tools → pending (?ms, ?B)
[2026-03-22T08:07:13.326Z] GET https://elevenlabs.io/docs/api-reference/introduction?_rsc=12om1 → pending (?ms, ?B)
[2026-03-22T08:07:13.331Z] GET https://elevenlabs.io/docs/eleven-api/quickstart?_rsc=12om1 → pending (?ms, ?B)
[2026-03-22T08:07:13.343Z] GET https://elevenlabs.io/docs/eleven-creative/overview?_rsc=12om1 → pending (?ms, ?B)
[2026-03-22T08:07:13.470Z] POST https://analytics.google.com/g/collect?v=2&tid=G-82RG1PXYVW&gtm=45je63j1h2v897329066za200zd897329066&_p=1774166829321&gcd=13l3l3l3l1l1&npa=0&dma=0&cid=1059595729.1774166801&ul=en-us&sr=1280x720&uaa=arm&uab=64&uafvl=Not%253AA-Brand%3B99.0.0.0%7CHeadlessChrome%3B145.0.7632.6%7CChromium%3B145.0.7632.6&uamb=0&uam=&uap=macOS&uapv=26.3.1&uaw=0&are=1&frm=0&pscdl=noapi&_eu=AAAAAGQ&tag_exp=103116026~103200004~115616985~115938466~115938469~116024733~117266402~117484252~117512543~117884344&sid=1774166801&sct=1&seg=1&dl=https%3A%2F%2Felevenlabs.io%2Fdocs%2Feleven-agents%2Fcustomization%2Ftools%2Fclient-tools&dt=Client%20tools%20%7C%20ElevenLabs%20Documentation&_s=1&tfd=4997 → pending (?ms, ?B)
[2026-03-22T08:07:13.470Z] POST https://www.youtube-nocookie.com/api/stats/atr?ns=yt&el=embedded&cpn=nTQ30lNmJqeitrjg&ver=2&cmt=0&fs=0&rt=0&euri=https%3A%2F%2Felevenlabs.io%2F&lact=3446&cl=885186571&mos=0&volume=100&cbrand=apple&cbr=HeadlessChrome&cbrver=145.0.7632.6&c=WEB_EMBEDDED_PLAYER&cver=1.20260320.01.00&cplayer=UNIPLAYER&cos=Macintosh&cosver=10_15_7&cplatform=DESKTOP&epm=1&hl=en_US&cr=US&len=601&fexp=v1%2C24004644%2C494890%2C26510701%2C53408%2C34656%2C106030%2C18644%2C117689%2C9252%2C3479%2C13030%2C23206%2C15179%2C85523%2C9720%2C5385%2C25059%2C4174%2C29683%2C764%2C13516%2C5189%2C1734%2C19703%2C4571%2C1628%2C3609%2C5801%2C1977%2C1191%2C11919%2C2978%2C9404%2C23826%2C9500%2C1840%2C12605%2C8105%2C1764%2C11771%2C1364%2C517%2C9590%2C13159%2C5792%2C13492%2C460%2C1448%2C328%2C7376%2C763%2C8914%2C2600%2C1037%2C9732%2C4609%2C1170%2C3101%2C387%2C953%2C2754%2C3357%2C6346%2C479%2C2151%2C297%2C3938%2C3174%2C3285%2C1438%2C6525%2C1227%2C539&muted=0&docid=XeDT92mR7oE → pending (?ms, ?B)
[2026-03-22T08:07:13.471Z] POST https://www.youtube-nocookie.com/youtubei/v1/log_event?alt=json → pending (?ms, ?B)
[2026-03-22T08:07:13.471Z] GET https://elevenlabs.io/docs/agents-platform/customization/tools?_rsc=12om1 → pending (?ms, ?B)
[2026-03-22T08:07:13.479Z] GET https://files.buildwithfern.com/https://elevenlabs.docs.buildwithfern.com/docs/663498a0b1b5ebb51d2a1b7b00c6cae85ac04642aa9bbb77300bb75ad3c9e0f2/assets/logo-light.svg → 200 (1ms, 3543B)
[2026-03-22T08:07:13.480Z] GET https://files.buildwithfern.com/https://elevenlabs.docs.buildwithfern.com/docs/719d1ba287dd515473e93bae4cdea32f23f0a7336f03dd9fd8abcfd951b012aa/assets/logo-dark.svg → 200 (?ms, 3543B)
[2026-03-22T08:07:13.480Z] GET https://app.buildwithfern.com/_next/static/chunks/fe5d2fae3f3625bc.css → 200 (4ms, 390639B)
[2026-03-22T08:07:13.480Z] GET https://app.buildwithfern.com/_next/static/chunks/c2f1269f8a498480.css → 200 (6ms, 1704B)
[2026-03-22T08:07:13.480Z] GET https://app.buildwithfern.com/_next/static/chunks/29ef01c14f142f0f.css → 200 (6ms, 6814B)
[2026-03-22T08:07:13.481Z] GET https://app.buildwithfern.com/_next/static/chunks/364d95fd148df6f1.js → 200 (17ms, 26387B)
[2026-03-22T08:07:13.481Z] GET https://app.buildwithfern.com/_next/static/chunks/344a8aa3f88bb168.js → 200 (17ms, 40741B)
[2026-03-22T08:07:13.481Z] GET https://app.buildwithfern.com/_next/static/chunks/ac8bb29a0a44858c.js → 200 (106ms, 241509B)
[2026-03-22T08:07:13.481Z] GET https://app.buildwithfern.com/_next/static/chunks/9bf8f540a742e274.js → 200 (101ms, 110607B)
[2026-03-22T08:07:13.481Z] GET https://app.buildwithfern.com/_next/static/chunks/turbopack-b9d3481bcb663798.js → 200 (29ms, 10262B)
[2026-03-22T08:07:13.481Z] GET https://app.buildwithfern.com/_next/static/chunks/90a29ff71b8c93ae.js → 200 (100ms, 7114B)
[2026-03-22T08:07:13.481Z] GET https://app.buildwithfern.com/_next/static/chunks/3eb0e0625efdd775.js → 200 (101ms, 23957B)
[2026-03-22T08:07:13.481Z] GET https://app.buildwithfern.com/_next/static/chunks/e7f086a95c739965.js → 200 (101ms, 9489B)
[2026-03-22T08:07:13.481Z] GET https://app.buildwithfern.com/_next/static/chunks/6efec50bb786e73a.js → 200 (101ms, 25399B)
[2026-03-22T08:07:13.481Z] GET https://app.buildwithfern.com/_next/static/chunks/0515ae8454c81739.js → 200 (108ms, 229337B)
[2026-03-22T08:07:13.481Z] GET https://app.buildwithfern.com/_next/static/chunks/b46cd69cf14ea2ed.js → 200 (101ms, 10891B)
[2026-03-22T08:07:13.481Z] GET https://app.buildwithfern.com/_next/static/chunks/55903ea9676641e4.js → 200 (102ms, 39790B)
[2026-03-22T08:07:13.481Z] GET https://app.buildwithfern.com/_next/static/chunks/6168f4da8508aac2.js → 200 (102ms, 20083B)
[2026-03-22T08:07:13.481Z] GET https://app.buildwithfern.com/_next/static/chunks/7a1e13b3c2c160bb.js → 200 (102ms, 34299B)
[2026-03-22T08:07:13.481Z] GET https://app.buildwithfern.com/_next/static/chunks/cb31d5c4791514c1.js → 200 (102ms, 23341B)
[2026-03-22T08:07:13.481Z] GET https://app.buildwithfern.com/_next/static/chunks/8e88938e5f05facc.js → 200 (105ms, 82365B)
[2026-03-22T08:07:13.481Z] GET https://app.buildwithfern.com/_next/static/chunks/9cd115f9d5cde4a2.js → 200 (103ms, 21219B)
[2026-03-22T08:07:13.481Z] GET https://app.buildwithfern.com/_next/static/chunks/e3b97be13bbb83d7.js → 200 (103ms, 29823B)
[2026-03-22T08:07:13.481Z] GET https://app.buildwithfern.com/_next/static/chunks/bee886ce6b1fd18f.js → 200 (103ms, 38084B)
[2026-03-22T08:07:13.481Z] GET https://app.buildwithfern.com/_next/static/chunks/c1c654a4cde7b2dd.js → 200 (107ms, 135272B)
[2026-03-22T08:07:13.481Z] GET https://app.buildwithfern.com/_next/static/chunks/1ce3e6ff3c1c0d9a.js → 200 (133ms, 1659935B)
[2026-03-22T08:07:13.481Z] GET https://app.buildwithfern.com/_next/static/chunks/69ec3f72293fee5b.js → 200 (133ms, 1356874B)
[2026-03-22T08:07:13.481Z] GET https://app.buildwithfern.com/_next/static/chunks/eca5a7107dc16b8a.js → 200 (108ms, 90495B)
[2026-03-22T08:07:13.481Z] GET https://app.buildwithfern.com/_next/static/chunks/56ea871b88e42f77.js → 200 (103ms, 64852B)
[2026-03-22T08:07:13.482Z] GET https://app.buildwithfern.com/_next/static/chunks/364211129cdb5645.js → 200 (102ms, 38716B)
[2026-03-22T08:07:13.482Z] GET https://app.buildwithfern.com/_next/static/chunks/8647338d29823baa.js → 200 (103ms, 49731B)
[2026-03-22T08:07:13.482Z] GET https://app.buildwithfern.com/_next/static/chunks/d556328be83a8ea6.js → 200 (108ms, 848828B)
[2026-03-22T08:07:13.482Z] GET https://app.buildwithfern.com/_next/static/chunks/1d785e96eb4a4606.js → 200 (103ms, 40034B)
[2026-03-22T08:07:13.482Z] GET https://app.buildwithfern.com/_next/static/chunks/fa62ed35c4be891d.js → 200 (132ms, 1590088B)
[2026-03-22T08:07:13.482Z] GET https://app.buildwithfern.com/_next/static/chunks/e24a683f12511b04.js → 200 (103ms, 29232B)
